 ANNPM10Lat,Lon,Capa, H1,H2,H3,H4,H5,H6,H7,H8,H9,to Hr24
  4152, 2005-03-16_00:00:00, SAT
   47145,  3,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  4.9324575E+03,  4.9324575E+03,  4.9324575E+03,  4.9324575E+03,  4.9324575E+03,  4.9324575E+03,  4.9324575E+03,  4.9324575E+03,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00
   46441,  2,  6.8285362E+01,  6.8285362E+01,  6.8285362E+01,  6.8285362E+01,  6.8285362E+01,  6.8285362E+01,  6.8285362E+01,  6.8285362E+01,  6.8285362E+01,  6.8285362E+01,  6.8285362E+01,  6.8285362E+01,  6.8285362E+01,  6.8285362E+01,  6.8285362E+01,  6.8285362E+01,  6.8285362E+01,  6.8285362E+01,  6.8285362E+01,  6.8285362E+01,  6.8285362E+01,  6.8285362E+01,  6.8285362E+01,  6.8285362E+01
   46441,  3,  6.1116924E+00,  6.1116924E+00,  6.1116924E+00,  6.1116924E+00,  6.1116924E+00,  6.1116924E+00,  6.1116924E+00,  6.1116924E+00,  6.1116924E+00,  6.1116924E+00,  6.1116924E+00,  6.1116924E+00,  6.1116924E+00,  6.1116924E+00,  6.1116924E+00,  6.1116924E+00,  6.1116924E+00,  6.1116924E+00,  6.1116924E+00,  6.1116924E+00,  6.1116924E+00,  6.1116924E+00,  6.1116924E+00,  6.1116924E+00
   46441,  2,  1.6425318E+01,  1.6425318E+01,  1.6425318E+01,  1.6425318E+01,  1.6425318E+01,  1.6425318E+01,  1.6425318E+01,  1.6425318E+01,  1.6425318E+01,  1.6425318E+01,  1.6425318E+01,  1.6425318E+01,  1.6425318E+01,  1.6425318E+01,  1.6425318E+01,  1.6425318E+01,  1.6425318E+01,  1.6425318E+01,  1.6425318E+01,  1.6425318E+01,  1.6425318E+01,  1.6425318E+01,  1.6425318E+01,  1.6425318E+01
   46441,  2,  6.7622008E+00,  6.7622008E+00,  6.7622008E+00,  6.7622008E+00,  6.7622008E+00,  6.7622008E+00,  6.7622008E+00,  6.7622008E+00,  6.7622008E+00,  6.7622008E+00,  6.7622008E+00,  6.7622008E+00,  6.7622008E+00,  6.7622008E+00,  6.7622008E+00,  6.7622008E+00,  6.7622008E+00,  6.7622008E+00,  6.7622008E+00,  6.7622008E+00,  6.7622008E+00,  6.7622008E+00,  6.7622008E+00,  6.7622008E+00
   46441,  3,  5.2989922E+00,  5.2989922E+00,  5.2989922E+00,  5.2989922E+00,  5.2989922E+00,  5.2989922E+00,  5.2989922E+00,  5.2989922E+00,  5.2989922E+00,  5.2989922E+00,  5.2989922E+00,  5.2989922E+00,  5.2989922E+00,  5.2989922E+00,  5.2989922E+00,  5.2989922E+00,  5.2989922E+00,  5.2989922E+00,  5.2989922E+00,  5.2989922E+00,  5.2989922E+00,  5.2989922E+00,  5.2989922E+00,  5.2989922E+00
   46441,  3,  5.2989922E+00,  5.2989922E+00,  5.2989922E+00,  5.2989922E+00,  5.2989922E+00,  5.2989922E+00,  5.2989922E+00,  5.2989922E+00,  5.2989922E+00,  5.2989922E+00,  5.2989922E+00,  5.2989922E+00,  5.2989922E+00,  5.2989922E+00,  5.2989922E+00,  5.2989922E+00,  5.2989922E+00,  5.2989922E+00,  5.2989922E+00,  5.2989922E+00,  5.2989922E+00,  5.2989922E+00,  5.2989922E+00,  5.2989922E+00
   46441,  3,  7.3017917E+00,  7.3017917E+00,  7.3017917E+00,  7.3017917E+00,  7.3017917E+00,  7.3017917E+00,  7.3017917E+00,  7.3017917E+00,  7.3017917E+00,  7.3017917E+00,  7.3017917E+00,  7.3017917E+00,  7.3017917E+00,  7.3017917E+00,  7.3017917E+00,  7.3017917E+00,  7.3017917E+00,  7.3017917E+00,  7.3017917E+00,  7.3017917E+00,  7.3017917E+00,  7.3017917E+00,  7.3017917E+00,  7.3017917E+00
   46441,  3,  9.4502506E+00,  9.4502506E+00,  9.4502506E+00,  9.4502506E+00,  9.4502506E+00,  9.4502506E+00,  9.4502506E+00,  9.4502506E+00,  9.4502506E+00,  9.4502506E+00,  9.4502506E+00,  9.4502506E+00,  9.4502506E+00,  9.4502506E+00,  9.4502506E+00,  9.4502506E+00,  9.4502506E+00,  9.4502506E+00,  9.4502506E+00,  9.4502506E+00,  9.4502506E+00,  9.4502506E+00,  9.4502506E+00,  9.4502506E+00
   46441,  2,  2.9009151E+00,  2.9009151E+00,  2.9009151E+00,  2.9009151E+00,  2.9009151E+00,  2.9009151E+00,  2.9009151E+00,  2.9009151E+00,  2.9009151E+00,  2.9009151E+00,  2.9009151E+00,  2.9009151E+00,  2.9009151E+00,  2.9009151E+00,  2.9009151E+00,  2.9009151E+00,  2.9009151E+00,  2.9009151E+00,  2.9009151E+00,  2.9009151E+00,  2.9009151E+00,  2.9009151E+00,  2.9009151E+00,  2.9009151E+00
